code,name,scie,regn,water,water_e,protcnt,protcnt_e,ash,ash_e,fatce,fatce_e,fibtg,fibtg_e,fibins,fibins_e,fibsol,fibsol_e,choavldf,choavldf_e,enerc,enerc_e,dhbenzac34,dhbenzac34_e,hbenzal3,hbenzal3_e,pcathac,pcathac_e,vanlac,vanlac_e,gallac,gallac_e,cinmac,cinmac_e,coumaco,coumaco_e,coumacp,coumacp_e,caffac,caffac_e,chlrac,chlrac_e,ferac,ferac_e,apigen,apigen_e,apigen6cgls,apigen6cgls_e,apigen7onshps,apigen7onshps_e,luteol,luteol_e,kaemf,kaemf_e,querce,querce_e,querce3bdgls,querce3bdgls_e,querce3ortns,querce3ortns_e,querce3bgls,querce3bgls_e,isormt,isormt_e,myrct,myrct_e,rsvrtol,rsvrtol_e,hespt,hespt_e,narng,narng_e,hespd,hespd_e,daidzn,daidzn_e,gnstein,gnstein_e,epicatec,epicatec_e,epicategc,epicategc_e,epicatgc3gal,epicatgc3gal_e,catec,catec_e,galcatecgal,galcatecgal_e,galcatec,galcatec_e,syrgac,syrgac_e,sinpac,sinpac_e,ellgac,ellgac_e,polyph,polyph_e,rafs,rafs_e,stas,stas_e,vers,vers_e,ajgs,ajgs_e,camt,camt_e,stgstr,stgstr_e,stostrb,stostrb_e,phytac,phytac_e,sapon,sapon_e,f4d0,f4d0_e,f6d0,f6d0_e,f8d0,f8d0_e,f10d0,f10d0_e,f12d0,f12d0_e,f14d0,f14d0_e,f16d0,f16d0_e,f18d0,f18d0_e,f20d0,f20d0_e,f22d0,f22d0_e,f24d0,f24d0_e,f14d1cn5,f14d1cn5_e,f16d1cn7,f16d1cn7_e,f18d1tn9,f18d1tn9_e,f18d1cn9,f18d1cn9_e,f20d1cn9,f20d1cn9_e,f22d1cn9,f22d1cn9_e,f18d2cn6,f18d2cn6_e,f18d3n3,f18d3n3_e,fasat,fasat_e,fams,fams_e,fapu,fapu_e,thia,thia_e,ribf,ribf_e,nia,nia_e,pantac,pantac_e,vitb6c,vitb6c_e,biot,biot_e,folsum,folsum_e,vitc,vitc_e,retol,retol_e,ergcal,ergcal_e,chocal,chocal_e,doh25,doh25_e,tocpha,tocpha_e,tocphb,tocphb_e,tocphg,tocphg_e,tocphd,tocphd_e,toctra,toctra_e,toctrb,toctrb_e,toctrg,toctrg_e,toctrd,toctrd_e,vite,vite_e,vitk1,vitk1_e,vitk2,vitk2_e,lutn,lutn_e,zea,zea_e,lycpn,lycpn_e,crypxb,crypxb_e,cartg,cartg_e,carta,carta_e,cartb,cartb_e,cartoid,cartoid_e,al,al_e,as,as_e,cd,cd_e,ca,ca_e,cr,cr_e,co,co_e,cu,cu_e,fe,fe_e,pb,pb_e,li,li_e,mg,mg_e,mn,mn_e,hg,hg_e,mo,mo_e,ni,ni_e,p,p_e,k,k_e,se,se_e,na,na_e,zn,zn_e,cho,cho_e,starch,starch_e,frus,frus_e,glus,glus_e,sucs,sucs_e,mals,mals_e,fsugar,fsugar_e,lactose,lactose_e,f24d1cn9,f24d1cn9_e,f20d2n6,f20d2n6_e,f20d4n6,f20d4n6_e,f11d0,f11d0_e,f15d0,f15d0_e,f20d3n6,f20d3n6_e,f20d5n3,f20d5n3_e,f22d6n3,f22d6n3_e,cholc,cholc_e,f22d2n6,f22d2n6_e,f22d5n3,f22d5n3_e,ala,ala_e,arg,arg_e,asp,asp_e,glu,glu_e,gly,gly_e,pro,pro_e,ser,ser_e,tyr,tyr_e,his,his_e,ile,ile_e,leu,leu_e,lys,lys_e,met,met_e,cys,cys_e,phe,phe_e,thr,thr_e,trp,trp_e,val,val_e,oxalt,oxalt_e,oxals,oxals_e,oxali,oxali_e,caconac,caconac_e,citac,citac_e,fumac,fumac_e,malac,malac_e,quinac,quinac_e,sucac,sucac_e,tarac,tarac_e
L001,"Milk, whole, Buffalo",,6,80.68,0.66,3.68,0.13,0.67,0.02,6.58,0.2,0,0,0,0,0,0,8.39,0.71,449,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,6.6,220,3.3,806,16.9,1776,63.6,943,58.7,0,0,0,0,0,0,47.08,7.37,61.97,4.34,0,0,1671,103,139,2.8,0,0,132,5.4,34.76,2.06,4630,93.9,1919,106,200,7.8,0.05,0.006,0.13,0.031,0.07,0.01,0.38,0.03,0.04,0.004,2.16,0.19,8.57,0.44,2.37,0.19,0,0,1.63,0.13,0,0,0,0,0.12,0.02,0.09,0.02,0,0,0,0,0.1,0.02,0,0,0.08,0.02,0,0,0.19,0.02,0,0,0,0,8.78,2.21,0,0,0,0,0,0,0,0,0,0,8.42,0.4,80.87,1.41,0,0,0,0,0.01,0,121,3,0.004,0.001,0.005,0.001,0.03,0.01,0.16,0.02,0.005,0.002,0,0,10.05,1.46,0.01,0,0,0,0,0,0,0,86.94,6.27,109,5.6,1.45,0.26,30.1,2.98,0.3,0.05,5.48,0.19,0,0,0.24,0.05,0.39,0.04,0.59,0.06,0,0,5.34,0.16,4.12,0.14,0,0,0,0,21.78,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0.14,3.09,0.42,8.21,0.16,16.21,0.76,2.43,0.08,7.6,0.4,5.78,0.39,4.86,0.41,2.08,0.11,5.3,0.38,9.83,0.05,7.87,0.3,2.46,0.08,1.25,0.08,4.26,0.14,4.42,0.21,1.3,0.18,5.86,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L002,"Milk, whole, Cow",,6,86.64,1.1,3.26,0.06,0.68,0.02,4.48,0.29,0,0,0,0,0,0,4.94,1.02,305,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,8.8,98,3.08,451,11.8,1033,40.3,518,15.7,0,0,0,0,0,0,0,0,37.9,2.11,0,0,1176,30.3,0,0,0,0,106,2.9,20.52,2.24,2707,29.9,1214,29.4,138,2.6,0.03,0.006,0.11,0.019,0.08,0.01,0.34,0.01,0.04,0.007,1.98,0.13,7.03,0.39,2.01,0.28,0,0,1.22,0.21,0,0,0,0,0.14,0.02,0.11,0.01,0,0,0,0,0.15,0.02,0,0,0.08,0.01,0,0,0.22,0.02,0,0,0,0,9.62,1.51,5.01,1.15,0,0,0,0,0,0,0,0,13.67,3.79,200,55.9,0,0,0,0,0.01,0,118,2.9,0.004,0.001,0.004,0.001,0.03,0.01,0.15,0.02,0.002,0.001,0,0,8.28,1.38,0.01,0,0,0,0,0,0,0,96.56,9.1,115,4.1,0.95,0.17,25.46,2.86,0.33,0.03,4.94,0.18,0,0,0.2,0.04,0.18,0.04,0.24,0.03,0,0,4.89,0.14,4.28,0.1,0,0,0,0,7.03,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0.27,3.25,0.34,8.84,0.36,17.88,0.43,2.35,0.07,6.82,0.13,6.36,0.51,5.48,0.35,2.14,0.13,6.2,0.55,10.66,0.41,8.59,0.2,2.51,0.12,1.22,0.04,5.09,0.42,4.81,0.07,1.46,0.11,6.4,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L003,Panner,,6,51.96,0.76,18.86,0.75,1.98,0.08,14.78,0.17,0,0,0,0,0,0,12.41,0.12,1079,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,10,340,29.6,1600,60.9,4792,199,1755,166,88.14,15.4,28.73,6.32,17.14,2.69,0,0,385,33.5,0,0,3914,206,0,0,0,0,206,69.1,233,14.6,8851,136,4300,202,439,59,0.02,0,0.1,0.019,0.13,0.03,0.49,0.01,0.04,0.006,21.04,0.57,93.31,14.37,0,0,0,0,0.13,0.04,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,7.58,0.97,0,0,0,0,0,0,0,0,0,0,4.39,1.44,194,1.7,2.53,0.51,0,0,0,0,476,35.7,0.11,0.012,0.001,0.001,0.1,0.05,0.9,0.24,0,0,0,0,26.62,1.87,0.13,0.05,0,0,0,0,0.01,0.006,330,34.6,63.53,9.96,23.14,1.37,18.04,1.25,2.74,0.14,12.01,0.08,0,0,0.5,0.03,1.11,0.24,0.84,0.08,0,0,11.57,0.28,9.12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,1.05,3.56,0.46,7.69,0.14,20.24,1.09,2.18,0.19,10.45,0.59,5.27,0.13,5.36,0.31,2.04,0.45,4.79,0.19,9.76,0.14,5.79,0.93,2.28,0.21,0.72,0.16,5.08,0.16,4.37,0.16,1.42,0.87,5.68,0.2,0,0,0,0,0,0,0,0,5.21,0.82,0,0,0,0,64.28,2.59,1.42,0.22,0,0
L004,Khoa,,6,42.51,0.21,16.34,0.61,4,0.14,20.62,0.83,0,0,0,0,0,0,16.53,1.26,1322,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,21.1,375,19.4,1932,112,7138,290,3099,286,61.24,12.26,43.03,15.56,28.18,7.46,0,0,398,57.1,0,0,5266,422,0,0,0,0,525,124,265,76.8,12936,221,5664,462,790,53.1,0.11,0.013,0.11,0.005,0.43,0.03,0.33,0.01,0.06,0.006,20.39,0.86,94.25,8.57,0,0,0,0,0.12,0.03,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,2.7,0.69,0,0,0,0,0,0,0,0,0,0,3.52,1.16,190,8,3.36,0.34,2.89,0.95,0,0,602,79.7,0.119,0.011,0,0,0.07,0.09,2.32,0.36,0.01,0.003,0.004,0.001,58.53,6.04,0.08,0.03,0,0,0,0,0.008,0.001,476,47.4,536,24.3,44.97,13.14,48.1,10.89,2.34,0.15,16.33,3.84,0,0,0.8,0.04,1.57,0.34,0.91,0.04,0,0,16.14,1.11,12.86,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0.35,1.06,0.67,7.95,0.23,21.82,0.43,2.02,0.11,11.32,0.89,5.37,0.33,4.95,0.31,1.47,0.16,4.93,0.21,10.34,0.28,2.41,0.21,1.95,0.17,0.75,0.17,5.08,0.32,4.63,0.18,1.59,0.8,6.1,0.18,0,0,0,0,0,0,0,0,25.26,1.48,1.12,0.23,1.43,0.19,651,10.2,6.99,0.76,0,0
M001,"Egg, poultry, whole, raw",,6,76.51,0.2,13.28,0.29,0.81,0.04,9.15,0.14,0,0,0,0,0,0,0,0,564,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.05,2.25,2167,44.9,596,28.9,10.22,0.56,137,7.4,11.99,1.23,0,0,318,10.3,0,0,3090,36.1,24.55,2.12,0,0,1022,45.8,28.06,3.24,2958,51.8,3481,48.8,1152,39.8,0.06,0.01,0.19,0.01,0.11,0.01,1.47,0.04,0.16,0.02,18.24,1.33,49.32,2.35,0,0,198,6.7,0,0,0.84,0.13,0,0,1.47,0.41,0.05,0.01,0.02,0.01,0.03,0.02,0.07,0.01,0.01,0.01,0.02,0.01,0,0,1.51,0.41,0,0,14.61,0.27,17.61,2.89,37.23,7.16,0,0,0.97,0.44,0,0,0,0,13.6,2.04,135,2.6,0,0,0,0,0,0,49.44,8.99,0,0,0,0,0.07,0.01,1.82,0.4,0,0,0,0,12.01,0.5,0.02,0.01,0,0,0,0,0,0,185,2.8,138,7.1,40.44,3.63,123,6.2,1.23,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.43,8.16,0,0,0,0,0,0,0,0,25.95,2.47,0,0,75.7,3.6,366,2.6,0,0,0,0,3.12,0.12,13.53,0.32,3.23,0.2,2.28,0.05,4.11,0.21,5.36,0.39,6.71,0.33,3.93,0.12,4.65,0.07,2.15,0.07,7.95,0.18,8.37,0.19,6.72,0.27,9.53,0.18,6.29,0.32,6.34,0.23,1.59,0.15,5.82,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M002,"Egg, poultry, white, raw",,6,86.68,0.11,10.84,0.07,0.75,0.03,0.06,0.01,0,0,0,0,0,0,0,0,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.16,0.01,0.01,0,1.35,0.17,4.36,0.84,0,0,4.96,0.39,0,0,0,0,0,0,1.05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,0.95,0,0,0,0,0.03,0,0.07,0.05,0,0,0,0,11.42,1.07,0,0,0,0,0,0,0,0,15.81,2.31,152,3.9,21.23,2.87,166,1.9,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0.13,14.15,0.65,3.49,0.27,2.35,0.23,4.88,0.78,5.31,0.23,6.45,0.31,3.62,0.16,4.54,0.17,2.25,0.14,7.94,0.25,8.35,0.2,6.24,0.33,10.55,0.49,5.28,0.56,6.9,0.21,1.5,0.11,6.89,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M003,"Egg, poultry, yolk, raw",,6,53.57,0.4,15.74,0.33,1.05,0.05,26.34,0.17,0,0,0,0,0,0,0,0,1242,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.82,2.85,6236,107,1797,151,30.51,2.96,385,21.2,36.31,2.27,0,0,941,43.1,0,0,8919,58.8,68.58,3.61,0,0,2919,127,64.43,7.92,8580,203,10068,43.8,3238,139,0.11,0.01,0.16,0.01,0.69,0.03,2.78,0.05,0.29,0.02,65.22,5.01,112,6.1,0,0,539,26.2,0,0,3.25,0.47,0.04,0.04,2.94,0.37,0.02,0.01,0.01,0.01,0.04,0.02,0.06,0.02,0.01,0.01,0.01,0.01,0,0,2.97,0.36,0,0,45.14,3.21,27.29,1.29,56.6,15.23,0,0,2.09,0.78,0,0,0,0,88.87,0.94,241,6.7,0,0,0,0,0,0,116,10,0,0,0,0,0.1,0.01,3.17,0.34,0,0,0,0,13.17,0.3,0.03,0,0,0,0,0,0,0,549,18.2,118,7.7,51.44,1.97,46.33,2.16,1.64,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,22.6,0,0,0,0,0,0,0,0,73.72,5.76,0,0,180,30.1,1076,2.9,0,0,0,0,2.72,0.11,13.69,0.4,3.2,0.11,2.11,0.07,3.97,0.15,5.35,0.21,7.97,0.33,4.05,0.17,5.69,0.09,2.19,0.08,7.24,0.23,8.58,0.29,6.17,0.22,9.35,0.23,7.08,0.38,6.14,0.1,1.47,0.12,5.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M004,"Egg, poultry, whole, boiled",,6,73.46,0.22,13.43,0.28,0.86,0.04,10.54,0.19,0,0,0,0,0,0,0,0,618,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.12,3.58,2524,112,713,54.2,13.5,0.8,157,12.4,16.48,2.66,0,0,333,29.3,0,0,3573,92.5,26.62,1.9,0,0,1169,90.3,29.4,4.07,3464,131,3991,103,1294,91.7,0.06,0.01,0.18,0.01,0.21,0.01,1.42,0.03,0.14,0.01,15.36,1.41,48.25,2.37,0,0,180,10.5,0,0,0.74,0.1,0,0,1.31,0.11,0.04,0.01,0.02,0.01,0,0,0.03,0.02,0.01,0.01,0,0,0,0,1.34,0.1,0,0,13.02,1.35,14.69,3.4,26.29,11.09,0,0,1.07,0.53,0,0,0,0,13.19,0.49,136,7.3,0,0,0,0,0,0,55.12,3.14,0,0,0,0,0.07,0.02,1.87,0.16,0,0,0,0,13.76,0.25,0.03,0,0,0,0,0,0,0,209,16.3,127,1.4,46.12,3.87,121,2.8,1.31,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.25,7.43,0,0,0,0,0,0,0,0,29.73,2.17,0,0,65.26,20.53,365,1.8,0,0,0,0,2.86,0.23,13.69,0.39,3.2,0.12,2.3,0.29,3.88,0.17,5.23,0.11,6.85,0.21,4.03,0.15,4.56,0.3,2.29,0.16,7.3,0.07,8.17,0.12,6.66,0.09,10.13,0.56,6.25,0.4,6.42,0.25,1.38,0.14,6.04,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M005,"Egg, poultry, white, boiled",,6,83.54,0.18,12.37,0.16,0.81,0.04,0.26,0.02,0,0,0,0,0,0,0,0,220,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0.18,0.01,0.01,0,0.18,0,4.37,0.27,0,0,4.1,0.21,0,0,0,0,0,0,0.18,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.31,0,0,0,0,0,0,8.07,0.03,0,0,0,0,0.05,0.01,0.15,0.05,0,0,0,0,11.62,0.57,0,0,0,0,0,0,0,0,23,3.3,147,15,14.86,1.51,144,15.3,0.09,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0.27,13.03,0.64,3.42,0.25,2.25,0.04,4.53,0.71,5.24,0.11,7.36,0.35,3.48,0.22,4.48,0.15,2.21,0.21,7.57,0.16,8.31,0.27,6.16,0.39,10.2,0.4,5.37,0.16,6.7,0.4,1.45,0.08,6.81,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M006,"Egg, poultry, yolk, boiled",,6,51.42,0.22,16.13,0.45,1.38,0.14,27.46,0.24,0,0,0,0,0,0,0,0,1290,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,7.6,6448,64.3,1800,130,30.23,4.27,401,33.5,34.76,2.89,0,0,897,51.9,0,0,9525,182,70.89,2.46,0,0,3009,147,63.64,8.26,8819,128,10643,174,3333,149,0.17,0.01,0.15,0.01,0.45,0.02,2.57,0.1,0.27,0.02,58.43,6.73,110,6.1,0,0,456,31.2,0,0,3.04,0.33,0,0,2.77,0.27,0.02,0.01,0.01,0,0.03,0.01,0.05,0.02,0.01,0.01,0,0,0,0,2.8,0.28,0,0,40.29,6.52,19.36,3.98,54.75,12.66,0,0,1.69,0.77,0,0,0,0,68.59,2.93,218,9.8,0,0,0,0,0,0,120,2.2,0,0,0,0,0.13,0,4.92,0.33,0,0,0,0,15.52,2.19,0.05,0.01,0,0,0,0,0,0,586,2.9,106,7.7,38.57,3.23,44.83,2.04,3.59,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,23.7,0,0,0,0,0,0,0,0,74.14,5.99,0,0,187,25.6,1085,2.4,0,0,0,0,2.43,0.31,13.06,0.74,3.04,0.06,2.08,0.05,3.46,0.25,5.29,0.13,7.44,0.38,4.06,0.62,5.44,0.5,2.16,0.18,7.99,0.33,8.46,0.38,6.43,0.82,9.36,0.24,6.94,0.49,5.86,0.46,1.35,0.08,5.7,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M007,"Egg, poultry, omlet",,3,68.48,0.13,16.53,0.43,0.96,0.03,11.6,0.22,0,0,0,0,0,0,0,0,710,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.43,1.66,2335,26.9,653,9.5,10.4,0.57,126,12.8,14.05,0.64,0,0,291,14.7,0,0,4247,26.5,30.49,0.64,0,0,2679,18.3,34.36,6.04,3179,28.4,4615,27.1,3168,53,0.11,0.02,0.2,0,0.33,0.01,2.06,0.04,0.14,0.01,17.13,2.25,37.66,1.03,0,0,181,18,0,0,2.98,0.27,0,0,1.82,0.17,0.06,0.01,0.03,0.01,0.25,0.1,0.11,0.02,0.01,0.01,0,0,0,0,1.88,0.17,0,0,16.62,1.49,14.47,0.35,19.03,0.96,0,0,0.75,0.1,0,0,0,0,11.36,0.84,111,1,0,0,0,0,0,0,53.26,4.25,0,0,0,0,0.15,0.09,2.16,0.39,0,0,0,0,14.84,0.34,0.02,0,0,0,0,0,0,0,222,30.3,163,10.6,42.18,3.37,169,19.9,1.31,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.96,1.69,0,0,380,63.9,0,0,0,0,28.27,1.68,0,0,46.76,1.69,316,1.4,0,0,0,0,2.98,0.06,13.73,0.07,3.32,0.07,2.04,0.4,4.91,1.51,5.24,0.03,6.68,0.15,3.93,0.04,4.65,0.03,2.12,0.14,7.48,0.05,8.34,0.06,6.81,1.01,9.76,0.28,6.09,0.27,6.43,0.08,1.36,0.14,5.85,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M008,"Egg, country hen, whole, raw",,1,72.96,0,13.14,0,0.86,0,13,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.26,0,2730,0,1020,0,6.51,0,0,0,0,0,0,0,254,0,0,0,4765,0,42.32,0,0,0,1518,0,39.95,0,3792,0,5061,0,1936,0,0.14,0,0.08,0,0.14,0,1.03,0,0.18,0,19.35,0,54.6,0,0,0,206,0,0,0,4.46,0,0,0,2.05,0,0.06,0,0.03,0,0,0,0.08,0,0.01,0,0,0,0,0,2.1,0,0,0,64,0,26.86,0,47.26,0,0,0,1.56,0,0,0,0,0,18.55,0,191,0,0,0,0,0,0,0,50.14,0,0,0,0,0,0.06,0,1.64,0,0,0,0,0,11,0,0.02,0,0,0,0,0,0,0,198,0,117,0,62.33,0,157,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,0,0,0,0,0,0,0,13.01,0,0,0,92.46,0,355,0,0,0,0,0,2.97,0,13.04,0,3.54,0,2.15,0,3.36,0,5.74,0,7.54,0,3.7,0,5.15,0,2.25,0,7.53,0,7.74,0,6.21,0,9.79,0,6.42,0,6.24,0,1.42,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
