recipe_id,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
RCP03391,356,41,69,25,3,13,708,0,9,31,21,36
RCP03392,508,29,37,22,9,15,1407,46,34,33,7,30
RCP03393,593,32,43,23,8,10,595,27,33,38,26,39
RCP03394,767,33,53,24,3,14,286,56,25,55,27,10
RCP03395,645,40,62,19,12,6,313,18,38,14,23,23
RCP03396,543,33,77,29,8,13,220,83,35,45,11,32
RCP03397,301,12,45,15,13,2,321,73,13,55,12,12
RCP03398,379,18,57,15,3,15,601,27,33,37,7,12
RCP03399,351,23,41,15,8,3,562,93,37,48,6,28
RCP03400,717,11,38,26,12,11,525,39,37,12,14,39
RCP03401,191,25,57,17,2,10,1169,91,22,6,24,14
RCP03402,724,21,52,21,5,4,1247,85,15,40,6,15
RCP03403,233,27,77,18,3,5,268,12,37,40,24,24
RCP03404,393,12,32,20,7,17,956,5,33,29,24,21
RCP03405,676,9,45,15,3,4,1112,91,37,21,12,16
RCP03406,622,25,61,16,11,5,914,27,28,11,15,23
RCP03407,522,49,39,32,7,3,1440,72,11,6,9,14
RCP03408,439,16,46,27,5,16,1343,74,14,43,15,39
RCP03409,799,16,44,13,13,8,972,17,31,21,24,33
RCP03410,327,29,38,21,12,11,1229,33,17,7,6,29
RCP03411,784,19,58,16,14,15,590,22,11,44,21,27
RCP03412,392,22,38,24,9,14,1146,43,33,20,11,26
RCP03413,304,24,47,34,8,3,597,2,21,24,21,39
RCP03414,480,5,34,25,5,7,1329,3,16,38,10,24
RCP03415,602,17,72,26,12,10,718,18,20,10,5,22
RCP03416,768,34,53,20,4,6,1195,88,14,53,10,31
RCP03417,473,8,62,17,8,17,405,3,16,32,20,31
RCP03418,441,25,65,24,12,16,740,44,16,31,13,11
RCP03419,761,25,34,36,8,2,1303,79,25,42,23,33
RCP03420,387,27,56,15,5,16,230,30,12,19,6,39
RCP03421,777,44,33,20,2,18,1233,94,17,33,7,19
RCP03422,778,13,42,17,5,13,729,17,11,33,10,21
RCP03423,544,41,58,25,5,4,957,0,17,34,29,19
RCP03424,463,45,38,36,6,12,1320,55,27,51,20,31
RCP03425,333,10,62,23,13,15,1065,95,32,22,25,24
RCP03426,253,45,32,20,14,12,516,8,15,45,9,20
RCP03427,459,44,30,15,2,6,1125,84,33,25,24,24
RCP03428,478,18,63,18,4,7,604,0,39,40,25,38
RCP03429,499,13,48,20,10,11,459,0,16,38,23,37
RCP03430,455,21,59,26,7,3,705,0,25,31,21,13
RCP03431,222,20,69,25,7,14,803,0,22,52,13,29
RCP03432,710,15,36,13,7,9,743,29,7,24,18,35
RCP03433,305,35,51,38,8,4,1049,47,6,27,7,22
RCP03434,263,31,47,31,8,17,650,47,30,38,23,36
RCP03435,383,27,59,23,4,11,1181,44,7,51,16,15
RCP03436,467,40,70,35,11,2,1338,30,22,33,25,37
RCP03437,358,9,32,22,8,7,208,45,18,40,12,38
RCP03438,325,38,35,20,10,5,209,3,18,14,9,26
RCP03439,751,17,53,22,3,7,695,82,25,41,13,21
RCP03440,368,34,66,16,7,3,953,93,8,24,21,17
RCP03441,305,31,61,27,14,5,355,16,8,32,29,31
RCP03442,601,5,65,29,13,12,1129,25,39,6,25,30
RCP03443,772,46,64,23,11,7,975,70,30,55,9,18
RCP03444,443,10,61,24,4,4,1187,67,29,55,6,33
RCP03445,366,48,45,17,11,19,547,1,37,20,15,13
RCP03446,300,10,76,27,12,13,798,90,34,56,21,15
RCP03447,768,21,45,24,6,12,1307,88,29,32,7,26
RCP03448,666,45,75,26,6,7,932,52,16,46,15,22
RCP03449,519,34,79,17,3,9,539,65,20,36,28,27
RCP03450,443,49,46,27,12,12,777,80,39,52,6,36
RCP03451,180,9,59,11,9,11,596,53,31,41,20,28
RCP03452,213,27,51,27,2,11,368,95,23,45,24,13
RCP03453,507,33,61,32,14,13,1226,21,7,53,13,36
RCP03454,650,31,58,31,5,3,432,0,23,25,20,37
RCP03455,494,44,36,24,12,15,592,16,27,52,14,23
RCP03456,460,25,62,32,6,7,1275,67,19,58,9,30
RCP03457,772,32,61,22,7,13,994,32,13,34,12,10
RCP03458,748,29,39,28,11,2,388,81,37,54,6,21
RCP03459,424,12,69,23,2,11,536,31,26,47,15,35
RCP03460,240,7,78,25,5,11,1305,36,10,13,28,27
RCP03461,452,17,59,23,10,17,1141,21,28,10,23,16
RCP03462,712,49,56,24,5,17,301,27,22,21,16,33
RCP03463,790,9,55,18,3,6,687,85,35,17,9,15
RCP03464,253,23,54,24,7,10,1115,0,36,10,18,36
RCP03465,600,31,31,15,13,9,445,38,10,18,20,29
RCP03466,305,15,42,24,11,12,396,13,35,34,7,33
RCP03467,154,16,75,23,6,13,1350,28,23,52,16,25
RCP03468,566,5,53,17,3,11,519,61,5,8,9,19
RCP03469,738,19,61,16,6,6,282,73,6,46,29,23
RCP03470,232,46,74,39,14,12,774,27,8,36,15,18
RCP03471,746,28,61,21,5,10,854,0,23,38,23,33
RCP03472,656,34,78,25,13,12,855,64,18,19,13,31
RCP03473,424,23,39,30,9,19,1405,0,6,7,7,22
RCP03474,696,32,56,17,12,13,559,72,10,19,9,26
RCP03475,406,33,37,29,8,8,1226,99,7,5,27,18
RCP03476,559,28,44,38,4,14,1232,74,24,48,11,28
RCP03477,355,9,56,27,14,6,285,2,36,18,22,33
RCP03478,487,44,53,26,4,10,920,58,6,19,10,25
RCP03479,418,19,52,23,3,10,1437,78,33,25,9,32
RCP03480,265,26,43,25,4,5,1166,0,26,8,15,17
RCP03481,577,21,52,29,2,9,1299,68,34,32,28,23
RCP03482,596,41,64,22,5,6,1008,17,33,47,6,11
RCP03483,456,34,70,18,13,16,955,27,12,48,7,27
RCP03484,350,8,31,10,2,6,1219,31,35,25,22,25
RCP03485,563,30,32,37,8,5,1393,4,17,43,10,21
RCP03486,442,28,53,15,14,12,487,34,11,45,20,38
RCP03487,271,36,39,21,5,13,1338,81,23,22,20,11
RCP03488,426,24,56,19,12,3,889,52,23,51,20,39
RCP03489,481,44,39,18,2,6,1275,21,34,30,13,23
RCP03490,165,26,76,15,12,15,1145,2,15,9,7,22
RCP03491,500,27,45,26,10,17,1465,43,5,42,24,31
RCP03492,783,11,67,28,14,8,921,36,24,8,26,20
RCP03493,281,44,60,23,2,11,781,49,39,42,5,30
RCP03494,275,46,73,16,13,15,905,21,18,21,9,22
RCP03495,151,33,76,34,7,2,1084,0,30,25,25,14
RCP03496,282,27,44,24,9,6,615,12,31,52,8,33
RCP03497,193,22,61,31,4,4,978,89,5,35,8,30
RCP03498,590,9,32,26,12,6,637,33,23,56,21,12
RCP03499,262,8,38,20,7,18,1271,0,10,59,21,16
RCP03500,419,13,72,22,12,10,889,84,25,5,21,37
RCP03501,364,35,60,28,2,9,643,46,30,39,6,22
RCP03502,164,42,35,25,2,9,212,11,14,53,29,24
RCP03503,699,35,42,23,5,16,881,53,19,19,28,29
RCP03504,585,26,48,25,11,4,1140,4,26,27,14,30
RCP03505,499,8,36,26,10,8,370,75,26,16,19,29
RCP03506,663,7,34,28,7,7,264,70,5,57,10,30
RCP03507,353,34,48,21,8,12,629,39,28,24,8,26
RCP03508,463,10,79,12,6,14,768,88,16,53,10,20
RCP03509,556,7,38,11,7,5,904,77,11,42,27,12
RCP03510,534,27,37,30,14,17,343,62,9,12,20,29
RCP03511,257,48,33,31,3,4,422,20,18,9,18,23
RCP03512,641,32,54,17,8,2,379,79,38,56,25,14
RCP03513,416,18,52,23,5,12,249,42,30,11,18,32
RCP03514,670,38,68,27,5,2,278,3,27,45,20,38
RCP03515,537,39,74,36,5,17,703,78,39,19,23,37
RCP03516,700,23,32,25,12,6,799,20,18,12,6,13
RCP03517,489,35,31,39,9,16,275,14,27,10,19,17
RCP03518,174,38,65,33,5,17,1104,26,9,39,25,13
RCP03519,601,49,45,16,13,15,601,90,14,36,18,16
RCP03520,618,47,30,31,12,9,1303,15,31,49,29,25
RCP03521,642,38,59,32,10,6,809,81,36,23,22,26
RCP03522,361,49,74,31,9,15,1467,2,20,35,19,14
RCP03523,738,7,63,16,2,9,990,81,27,35,29,21
RCP03524,265,39,63,23,6,7,1075,0,17,25,11,18
RCP03525,568,26,53,33,4,18,484,29,31,12,6,11
RCP03526,211,27,50,25,6,9,1012,2,24,40,25,17
RCP03527,407,22,49,32,13,16,1171,70,10,54,19,22
RCP03528,717,32,33,26,13,7,1320,74,39,28,13,26
RCP03529,795,33,44,33,8,17,1276,78,29,32,20,36
RCP03530,417,25,37,19,7,15,978,99,20,57,5,37
RCP03531,697,8,70,21,10,11,919,51,30,45,6,38
RCP03532,477,40,33,29,6,15,1084,0,10,42,29,12
RCP03533,157,30,41,20,11,16,988,66,13,58,11,36
RCP03534,650,6,78,20,4,15,251,89,28,23,16,18
RCP03535,586,14,57,14,6,2,1034,73,9,35,22,30
RCP03536,182,10,79,15,3,18,1216,0,31,56,20,18
RCP03537,343,39,59,35,3,5,1469,34,10,5,14,19
RCP03538,460,31,60,26,3,3,399,51,39,53,23,22
RCP03539,192,40,37,33,6,4,911,13,39,18,21,15
RCP03540,740,16,39,25,2,19,1172,41,38,54,12,25
RCP03541,193,19,65,27,3,6,685,0,13,19,27,15
RCP03542,161,32,31,36,2,8,1443,43,31,33,18,32
RCP03543,345,15,54,16,7,10,714,37,16,54,5,35
RCP03544,595,18,56,29,8,11,387,58,20,6,20,33
RCP03545,596,36,55,21,6,11,291,19,20,7,28,24
RCP03546,154,33,59,34,6,16,330,12,37,31,15,32
RCP03547,558,30,41,35,2,11,788,30,8,22,28,29
RCP03548,638,43,44,38,11,17,200,20,23,35,12,32
RCP03549,586,8,35,29,9,14,360,18,10,27,28,15
RCP03550,464,43,34,24,9,18,521,26,7,42,13,16
RCP03551,438,6,46,23,8,13,352,20,15,17,19,35
RCP03552,171,33,47,30,4,3,674,48,21,45,15,14
RCP03553,207,27,67,19,8,5,1191,33,30,52,23,29
RCP03554,345,5,52,10,5,9,727,65,25,48,13,27
RCP03555,331,40,68,39,4,7,1207,88,15,55,27,30
RCP03556,487,20,75,15,2,5,901,46,11,57,28,36
RCP03557,218,37,38,28,13,4,668,57,9,30,14,35
RCP03558,796,17,42,29,8,17,1114,92,20,5,7,37
RCP03559,510,29,45,25,10,12,535,0,36,6,13,15
RCP03560,285,26,51,32,9,8,1131,54,7,35,19,17
RCP03561,325,39,36,33,8,8,527,13,17,59,22,36
RCP03562,708,22,43,38,10,14,1061,57,13,30,6,32
RCP03563,312,19,60,12,12,19,498,9,26,28,26,12
RCP03564,736,14,33,29,12,9,733,0,31,45,16,37
RCP03565,315,10,66,13,9,9,572,71,39,48,12,36
RCP03566,703,30,35,23,10,12,1466,64,34,23,17,11
RCP03567,355,26,34,33,4,11,1474,20,12,6,25,12
RCP03568,221,40,51,18,12,12,485,14,19,44,25,16
RCP03569,472,36,33,23,6,19,992,56,39,29,28,30
RCP03570,471,29,79,19,6,17,871,50,33,40,6,10
RCP03571,526,47,55,26,9,17,756,88,18,39,29,25
RCP03572,508,21,63,36,7,3,895,46,29,41,5,39
RCP03573,630,37,78,25,7,12,468,92,34,59,10,28
RCP03574,653,35,69,26,4,14,692,29,34,49,20,26
RCP03575,223,32,49,26,8,8,948,80,8,7,8,17
RCP03576,429,9,76,25,10,15,1214,16,35,54,13,37
RCP03577,521,36,68,25,4,7,896,73,8,49,5,32
RCP03578,462,33,50,31,5,2,237,13,33,28,25,28
RCP03579,298,49,47,32,11,5,841,67,33,19,18,39
RCP03580,494,41,48,33,10,19,1121,0,6,43,28,11
RCP03581,431,13,46,28,13,7,542,0,16,43,5,29
RCP03582,184,40,34,38,12,7,210,76,39,8,8,34
RCP03583,532,42,31,33,2,16,887,13,19,15,8,16
RCP03584,308,22,64,26,7,17,1029,87,7,11,27,21
RCP03585,239,42,79,23,13,16,1120,96,29,37,5,25
RCP03586,386,49,32,31,5,2,1475,80,35,33,26,33
RCP03587,688,21,50,37,2,5,842,24,5,34,26,36
RCP03588,201,39,37,18,12,19,925,0,23,14,13,37
RCP03589,503,27,38,33,4,11,803,16,11,12,27,11
RCP03590,780,43,60,29,12,4,346,17,32,36,14,27
RCP03591,704,44,47,21,12,2,1082,12,34,6,9,29
RCP03592,291,25,48,25,2,3,637,17,10,43,5,15
RCP03593,714,34,74,26,9,18,735,33,21,18,10,24
RCP03594,229,37,41,21,3,11,559,0,28,17,16,39
RCP03595,510,34,57,22,7,17,232,15,5,10,13,14
RCP03596,554,39,78,30,4,8,1229,87,9,36,28,20
RCP03597,267,12,30,11,10,16,1227,38,33,58,29,29
RCP03598,163,36,60,35,7,14,902,81,22,34,12,13
RCP03599,453,35,46,32,3,6,1027,54,14,34,20,24
RCP03600,165,46,34,22,10,11,829,56,36,41,22,14
RCP03601,604,48,60,31,13,7,796,75,5,51,7,27
RCP03602,200,6,45,24,9,19,217,58,25,46,28,23
RCP03603,686,10,36,15,5,19,881,34,5,7,23,34
RCP03604,742,19,44,15,11,19,887,62,27,34,7,39
RCP03605,458,15,63,29,8,14,1208,30,25,8,17,33
RCP03606,321,44,63,34,6,16,1034,0,7,13,6,31
RCP03607,290,42,44,34,3,8,287,58,22,6,16,18
RCP03608,700,32,42,21,6,14,1256,0,16,10,12,27
RCP03609,348,11,43,15,7,15,667,0,39,43,9,14
RCP03610,337,45,38,37,14,3,1399,0,26,15,13,27
RCP03611,461,10,72,17,13,12,402,83,35,24,7,26
RCP03612,772,7,39,19,8,19,426,32,24,26,11,36
RCP03613,404,40,75,28,8,2,625,0,22,54,17,29
RCP03614,596,36,56,33,13,11,1464,93,35,28,29,13
RCP03615,323,42,79,28,12,9,1341,95,9,39,22,30
RCP03616,579,16,57,20,6,2,1444,98,39,56,12,33
RCP03617,286,28,62,34,11,7,251,64,23,6,26,20
RCP03618,762,38,49,18,3,13,1176,79,25,23,28,27
RCP03619,610,17,69,17,11,12,406,70,35,50,28,24
RCP03620,152,34,52,19,11,19,897,20,22,49,13,18
RCP03621,748,19,78,23,11,9,1342,61,12,58,27,36
RCP03622,447,22,33,31,12,11,1166,19,17,14,12,31
RCP03623,217,17,38,13,12,11,1474,85,23,47,16,30
RCP03624,182,24,38,20,9,7,1181,41,16,58,21,29
RCP03625,395,22,39,37,10,17,1460,20,27,8,17,35
RCP03626,535,38,61,16,12,12,623,4,35,56,16,17
RCP03627,664,34,52,37,6,15,552,75,39,12,9,38
RCP03628,181,15,78,16,9,10,1309,34,20,13,15,11
RCP03629,352,32,57,24,5,4,1193,46,13,57,16,32
RCP03630,574,47,51,36,4,11,1243,60,11,46,15,31
RCP03631,539,46,36,19,14,16,1486,91,22,52,5,32
RCP03632,789,11,69,18,13,7,946,10,17,22,18,25
RCP03633,454,16,56,10,12,18,1429,21,35,16,23,37
RCP03634,566,14,40,26,5,9,771,33,10,40,20,21
RCP03635,778,37,60,28,13,9,1147,49,28,39,16,37
RCP03636,339,31,67,25,3,19,1236,91,13,11,7,12
RCP03637,267,38,52,24,10,15,295,23,30,10,27,10
RCP03638,416,21,71,29,6,5,418,31,39,51,7,30
RCP03639,742,38,72,39,6,18,429,55,17,30,6,25
RCP03640,624,12,77,16,7,5,346,0,29,50,23,33
RCP03641,784,32,35,32,8,16,571,10,24,43,13,29
RCP03642,622,45,79,17,2,2,803,22,7,39,13,18
RCP03643,772,43,73,27,9,7,385,37,39,12,15,38
RCP03644,451,24,72,19,11,3,788,27,24,36,11,26
RCP03645,640,26,79,26,5,2,902,67,6,48,6,19
RCP03646,340,49,38,26,13,8,930,63,20,5,22,31
RCP03647,449,13,32,17,3,8,738,54,23,47,10,23
RCP03648,730,41,41,33,3,12,1235,84,34,30,18,10
RCP03649,225,40,30,25,6,9,696,46,7,52,13,38
RCP03650,434,30,45,39,5,8,1296,75,15,21,12,33
RCP03651,658,37,40,36,14,10,1420,12,26,49,19,17
RCP03652,491,5,71,21,3,11,1076,77,39,21,20,31
RCP03653,304,8,59,28,14,10,1403,52,7,15,5,17
RCP03654,781,33,38,28,13,8,1221,68,6,27,18,15
RCP03655,329,49,49,37,10,14,690,94,33,52,16,34
RCP03656,644,43,45,19,14,13,1267,57,39,34,10,25
RCP03657,770,41,74,23,9,16,312,69,32,18,29,29
RCP03658,719,20,33,37,11,12,1234,60,7,55,26,23
RCP03659,795,47,60,20,13,15,220,0,31,47,22,23
RCP03660,660,7,34,14,3,11,227,19,15,18,26,28
RCP03661,765,34,44,39,13,9,1148,52,25,37,24,28
RCP03662,706,40,39,33,9,2,982,91,23,39,25,33
RCP03663,227,24,77,26,5,7,1422,1,34,16,24,15
RCP03664,695,32,63,22,6,7,731,5,31,56,25,13
RCP03665,383,12,67,14,11,13,738,0,28,52,19,18
RCP03666,293,40,70,30,2,3,332,31,29,15,7,31
RCP03667,417,5,60,25,4,3,388,24,23,47,21,10
RCP03668,761,28,68,21,7,15,1107,19,33,35,15,25
RCP03669,674,10,71,26,5,3,683,36,8,13,11,22
RCP03670,388,36,39,30,13,2,658,21,11,21,25,12
RCP03671,419,49,74,24,4,12,1408,76,10,36,25,35
RCP03672,176,21,56,15,7,5,957,46,6,32,11,32
RCP03673,760,15,30,13,3,12,1339,30,38,57,11,32
RCP03674,567,22,35,30,9,19,889,0,22,35,7,26
RCP03675,303,25,50,35,11,19,636,68,15,30,9,28
RCP03676,404,19,78,12,12,13,920,26,33,45,20,34
RCP03677,438,24,76,32,13,15,864,59,25,26,14,28
RCP03678,190,33,77,15,2,16,243,47,33,10,18,18
RCP03679,546,29,62,37,4,17,1006,40,39,37,12,28
RCP03680,637,9,56,27,9,9,1380,69,36,20,20,24
RCP03681,339,28,71,39,2,4,404,64,25,18,26,21
RCP03682,430,40,36,37,9,14,267,71,11,16,28,19
RCP03683,486,11,56,17,4,18,1469,37,16,48,6,17
RCP03684,524,22,51,36,3,13,510,60,5,39,14,18
RCP03685,508,40,62,18,4,4,865,49,6,10,11,32
RCP03686,613,49,60,19,10,15,1414,57,32,17,10,24
RCP03687,254,49,44,20,5,16,505,24,29,50,25,15
RCP03688,653,49,46,19,9,14,250,0,39,39,16,38
RCP03689,166,38,61,22,9,9,1111,83,27,59,24,14
RCP03690,150,20,32,36,9,16,1317,41,14,34,24,36
RCP03691,712,17,49,23,3,12,1484,40,32,15,23,15
RCP03692,502,41,69,34,5,9,1480,5,26,24,18,13
RCP03693,402,21,42,15,2,14,705,81,38,22,22,17
RCP03694,776,43,75,22,8,13,966,86,28,38,6,30
RCP03695,362,16,68,22,12,19,1259,32,39,51,27,25
RCP03696,620,17,56,18,14,7,280,58,30,6,6,16
RCP03697,339,35,68,16,14,13,1135,86,23,38,20,20
RCP03698,466,37,37,19,14,9,1224,60,12,40,23,30
RCP03699,794,23,68,37,12,14,1232,66,28,43,13,30
RCP03700,640,38,67,23,14,12,523,6,13,28,10,18
RCP03701,514,20,76,17,10,3,751,79,8,47,8,27
RCP03702,232,24,78,15,4,13,1292,91,30,18,19,28
RCP03703,561,9,77,22,8,11,1249,63,14,16,11,27
RCP03704,381,13,73,16,14,13,1480,34,34,58,16,36
RCP03705,237,36,70,34,14,11,1225,13,8,7,15,38
RCP03706,784,16,75,25,4,11,947,0,32,46,11,35
RCP03707,393,41,37,15,2,7,714,75,25,59,18,17
RCP03708,334,12,41,28,7,10,590,34,37,43,28,16
RCP03709,731,29,65,37,9,12,1156,32,15,43,25,26
RCP03710,499,29,78,15,5,13,691,0,21,8,21,31
RCP03711,637,6,44,29,7,9,1040,31,26,45,20,17
RCP03712,450,28,49,16,4,3,823,82,18,7,7,30
RCP03713,371,8,71,18,12,6,617,29,28,23,29,35
RCP03714,786,41,40,29,9,9,414,85,15,15,26,20
RCP03715,590,34,32,30,11,5,1351,15,33,41,22,12
RCP03716,279,37,37,38,3,11,1309,38,38,18,16,13
RCP03717,746,39,36,28,10,15,691,22,29,44,13,29
RCP03718,306,26,36,27,9,17,323,76,18,29,21,14
RCP03719,308,29,57,27,6,11,220,67,11,30,14,35
RCP03720,794,23,42,20,5,12,862,73,24,40,20,14
RCP03721,417,21,75,32,3,7,429,0,27,25,9,10
RCP03722,446,43,58,28,13,19,921,0,17,41,21,19
RCP03723,461,22,71,26,7,15,1444,42,8,51,5,15
RCP03724,448,8,61,10,6,13,370,59,11,39,6,18
RCP03725,359,17,75,10,7,3,476,0,37,29,13,32
RCP03726,367,39,39,33,3,17,353,54,17,39,22,33
RCP03727,352,35,71,34,11,11,634,55,13,6,25,17
RCP03728,685,40,72,29,5,12,732,3,31,46,17,17
RCP03729,579,39,41,38,3,13,873,27,38,56,6,28
RCP03730,640,25,48,22,8,6,505,20,27,36,5,15
RCP03731,577,42,53,15,9,9,1332,69,35,22,28,15
RCP03732,625,19,50,15,7,8,660,53,32,26,12,36
RCP03733,773,14,64,18,13,8,333,75,7,47,16,24
RCP03734,274,20,61,15,8,13,1444,8,19,12,5,12
RCP03735,748,17,36,24,6,12,1090,33,13,51,26,21
RCP03736,652,30,68,34,9,15,321,47,8,9,22,38
RCP03737,502,49,52,35,14,6,1232,61,13,16,9,24
RCP03738,376,35,40,37,10,3,682,93,29,36,22,33
RCP03739,628,49,79,16,10,2,327,52,28,37,7,25
RCP03740,198,17,44,27,12,4,944,97,30,59,15,24
RCP03741,680,21,48,32,9,4,1313,9,11,23,24,10
RCP03742,506,27,35,23,4,2,1273,65,36,18,25,30
RCP03743,159,16,40,25,3,13,698,68,29,7,6,11
RCP03744,493,33,40,39,14,17,1011,88,39,43,13,38
RCP03745,723,41,74,27,4,14,1432,82,17,9,17,17
RCP03746,375,16,62,22,13,3,948,77,32,27,24,24
RCP03747,516,19,78,18,4,11,583,9,31,35,10,16
RCP03748,390,6,44,27,2,7,1137,47,18,46,28,35
RCP03749,700,25,69,17,9,17,758,54,29,22,29,34
RCP03750,253,7,37,14,9,6,1282,94,15,42,23,20
RCP03751,775,13,57,25,6,13,246,76,16,20,10,34
RCP03752,216,30,42,25,13,3,1338,24,27,56,6,13
RCP03753,267,38,47,28,12,11,1310,28,39,50,13,11
RCP03754,416,21,52,37,9,13,1077,20,18,52,8,20
RCP03755,605,20,45,31,13,10,1084,89,36,22,16,23
RCP03756,717,14,62,10,6,10,481,63,10,29,21,22
RCP03757,208,14,40,23,3,5,359,80,34,5,8,24
RCP03758,690,20,67,25,13,12,1203,66,16,15,18,21
RCP03759,671,43,38,29,3,7,594,41,25,44,14,21
RCP03760,678,48,43,36,6,11,944,74,37,53,22,34
RCP03761,181,41,47,20,14,10,1356,0,9,22,11,33
RCP03762,331,19,64,15,13,4,486,38,35,45,16,19
RCP03763,219,5,49,17,7,2,356,71,11,11,22,15
RCP03764,751,40,33,26,14,7,869,4,11,15,8,36
RCP03765,624,30,33,33,10,18,1142,49,35,22,24,28
RCP03766,536,17,77,27,10,6,1246,70,10,32,22,11
RCP03767,611,16,74,24,12,19,796,0,18,6,20,19
RCP03768,711,8,76,10,13,16,1426,13,39,16,20,39
RCP03769,505,46,67,23,7,19,490,0,24,13,25,18
RCP03770,680,43,43,17,2,11,1458,93,38,10,18,39
RCP03771,357,17,37,14,11,9,1253,58,35,24,16,38
RCP03772,468,27,45,34,11,15,1491,51,31,58,17,13
RCP03773,572,40,55,37,6,13,537,19,25,51,24,36
RCP03774,314,23,55,18,14,19,1361,84,10,30,9,37
RCP03775,608,20,58,38,6,8,1000,0,31,33,25,30
RCP03776,590,40,46,35,2,17,1335,80,9,41,15,24
RCP03777,797,22,42,15,2,14,565,0,30,17,7,24
RCP03778,523,5,47,21,2,17,847,90,24,59,18,11
RCP03779,533,21,36,20,11,6,771,42,32,59,12,18
RCP03780,488,42,41,27,7,8,1476,47,8,53,23,35
RCP03781,477,8,56,13,10,9,491,34,27,35,28,35
RCP03782,650,31,43,34,11,7,424,40,39,53,29,25
RCP03783,218,34,40,39,14,6,1357,64,20,15,14,19
RCP03784,278,37,71,25,4,9,1261,83,21,54,19,35
RCP03785,603,43,69,37,6,17,1392,2,33,7,6,22
RCP03786,692,17,31,13,12,11,362,0,26,5,28,24
RCP03787,577,46,72,39,8,15,1134,60,29,36,21,29
RCP03788,223,25,62,19,13,19,714,14,8,20,15,37
RCP03789,459,48,34,28,11,7,749,20,7,49,12,16
RCP03790,248,14,70,11,8,8,683,86,32,19,26,20
RCP03791,491,35,30,16,6,9,730,75,6,28,5,23
RCP03792,778,6,45,23,11,9,934,0,33,29,15,10
RCP03793,529,8,39,11,11,11,477,10,11,46,17,27
RCP03794,683,21,46,28,2,6,1011,6,35,32,22,14
RCP03795,310,36,55,25,3,4,1488,4,23,49,25,24
RCP03796,320,15,30,26,12,15,1063,36,33,13,16,11
RCP03797,566,41,45,29,7,12,1066,0,30,25,15,29
RCP03798,633,40,37,25,13,6,584,21,23,34,25,31
RCP03799,364,34,64,28,7,18,253,9,20,39,7,35
RCP03800,662,45,47,30,6,7,1190,8,34,57,25,11
RCP03801,679,25,58,29,7,7,889,72,20,41,7,37
RCP03802,597,15,59,22,9,7,321,75,27,30,26,18
RCP03803,672,49,61,19,2,5,1021,61,23,5,14,18
RCP03804,418,9,51,22,7,9,984,49,15,48,29,35
RCP03805,745,32,68,26,10,18,725,18,20,35,21,26
RCP03806,340,26,55,36,2,18,1066,0,17,17,29,20
RCP03807,325,44,45,26,14,19,249,91,17,58,8,31
RCP03808,655,22,38,20,10,15,1232,93,37,5,7,38
RCP03809,765,24,75,18,3,11,420,36,19,42,12,24
RCP03810,492,30,49,23,5,14,564,71,23,50,19,38
RCP03811,343,20,65,18,13,6,315,0,37,51,10,12
RCP03812,244,11,63,15,9,4,1492,2,29,34,16,17
RCP03813,393,17,66,23,8,16,653,60,7,51,24,38
RCP03814,600,40,44,17,5,9,230,81,6,40,9,30
RCP03815,198,39,63,25,6,10,679,53,23,23,9,19
RCP03816,168,18,61,10,2,10,835,80,24,24,13,28
RCP03817,610,13,60,15,11,11,1400,6,37,43,21,16
RCP03818,298,11,76,26,9,10,687,7,20,33,21,18
RCP03819,628,36,79,33,5,3,1246,0,18,36,7,11
RCP03820,666,10,41,16,5,12,247,7,14,50,16,19
RCP03821,658,17,43,24,12,19,341,45,18,58,11,14
RCP03822,776,42,32,34,8,13,598,7,21,27,8,19
RCP03823,446,11,40,24,13,4,303,74,22,33,9,26
RCP03824,578,48,57,27,14,8,1299,35,15,6,27,17
RCP03825,210,12,33,24,5,15,492,63,6,9,5,14
RCP03826,503,20,43,16,14,5,1414,62,7,23,8,13
RCP03827,162,14,53,24,14,5,924,9,26,57,22,27
RCP03828,242,12,54,20,3,14,1076,0,36,47,13,14
RCP03829,208,13,37,24,8,13,496,81,13,27,8,34
RCP03830,562,7,79,27,9,14,438,87,30,54,6,13
RCP03831,598,5,63,19,6,7,396,27,35,41,13,30
RCP03832,721,31,39,37,3,13,672,82,37,53,15,19
RCP03833,612,11,77,17,12,14,1185,66,16,15,18,29
RCP03834,661,28,54,32,4,17,288,45,8,14,25,11
RCP03835,661,43,66,17,4,18,1238,9,15,41,28,12
RCP03836,491,5,32,13,14,13,244,82,20,28,19,19
RCP03837,218,20,39,16,8,12,519,92,12,30,14,28
RCP03838,763,37,59,37,2,10,835,66,5,36,19,25
RCP03839,394,27,43,36,11,5,934,19,5,40,12,36
RCP03840,766,10,47,21,3,5,1190,31,6,37,13,11
RCP03841,585,42,51,20,6,5,798,76,19,52,15,11
RCP03842,746,33,33,21,6,9,1408,24,17,23,28,11
RCP03843,308,34,45,38,14,9,466,0,5,19,29,37
RCP03844,763,44,34,32,4,9,1150,62,34,42,13,16
RCP03845,621,28,68,27,13,9,487,24,11,52,27,21
RCP03846,264,23,73,31,6,2,1216,25,8,43,21,13
RCP03847,276,22,59,21,3,12,346,27,17,9,11,16
